year,age,sex,race,indicator,value,lower,upper,unit,source,category,subcategory,description
2021,Overall,Overall,Overall,Reading Scores,2.827305431,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2021,Overall,Overall,Overall,Residential Segregation - Black/white,40.641278953,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2021,Overall,Overall,Overall,Residential Segregation - Non-White/white,33.451590349,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2021,Overall,Overall,Overall,Severe Housing Cost Burden,0.1547914109,0.1439421301,0.1656406917,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Severe Housing Problems,0.1834825983,0.1718343974,0.1951307993,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Sexually Transmitted Infections,754.2,NA,NA,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2021,Overall,Overall,Overall,Social Associations,11.429379396,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Some College,0.6014177199,0.5774749646,0.6253604751,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Black,Suicides,7.1143091645,3.7880700033,12.165685339,Raw Count,CHR,Mortality,No Subcategory,No Description
2021,Overall,Overall,Hispanic,Suicides,5.8912377637,3.5469099756,9.1998975286,Raw Count,CHR,Mortality,No Subcategory,No Description
2021,Overall,Overall,White,Suicides,19.655361066,16.242058723,23.068663409,Raw Count,CHR,Mortality,No Subcategory,No Description
2021,Overall,Overall,Overall,Suicides,14.613356847,12.389174764,16.83753893,Raw Count,CHR,Mortality,No Subcategory,No Description
2021,Overall,Overall,Black,Teen Births,49.432667781,45.345692955,53.519642607,Raw Count,CHR,Population Health,No Subcategory,No Description
2021,Overall,Overall,Hispanic,Teen Births,44.900548231,42.104974906,47.696121556,Raw Count,CHR,Population Health,No Subcategory,No Description
2021,Overall,Overall,White,Teen Births,18.860683151,17.451331816,20.270034487,Raw Count,CHR,Population Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Teen Births,31.170413022,29.883010264,32.45781578,Raw Count,CHR,Population Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Traffic Volume,427.43684931,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2021,Overall,Overall,Overall,Unemployment,0.0331107006,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2021,Overall,Overall,Overall,Uninsured,0.183920156,0.1684307943,0.1994095177,Raw Count,CHR,No Category,No Subcategory,No Description
2021,Overall,Overall,Overall,Uninsured Adults,0.2182899529,0.1992261231,0.2373537827,Raw Count,CHR,Access to Care,No Subcategory,No Description
2021,Overall,Overall,Overall,Uninsured Children,0.1055191274,0.0840723189,0.1269659359,Raw Count,CHR,Access to Care,No Subcategory,No Description
2021,Overall,Overall,Overall,Violent Crime,422.89142211,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,% 65 And Older,0.1438098717,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% American Indian Or Alaska Native,0.0113272612,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Asian,0.0179806525,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Female,0.5111524821,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Hispanic,0.2673060835,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Native Hawaiian Or Other Pacific Islander,0.0011822142,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Non-Hispanic Black,0.1402435911,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Non-Hispanic White,0.5562926392,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Rural,0.2335189395,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Below 18 Years Of Age,0.2468942331,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,% Not Proficient In English,0.0443938186,0.0397871258,0.0490005115,Percentage,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Overall,Access To Exercise Opportunities,0.6581441087,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Adult Obesity,0.328,0.258,0.4,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Overall,Adult Smoking,0.1574462012,0.1524884482,0.1623535568,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Overall,Air Pollution - Particulate Matter,10.4,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Alcohol-Impaired Driving Deaths,0.2643678161,0.2258645729,0.3039584244,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Black,Child Mortality,93.94778481,66.48304402,128.95067474,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Child Mortality,39.670626581,27.931782141,54.680733094,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Child Mortality,52.91005291,40.176821456,68.398512812,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Child Mortality,55.344367196,46.076725946,64.612008445,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Children Eligible For Free Or Reduced Price Lunch,0.6180780872,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,AIAN,Children In Poverty,0.7409638554,0.381812618,1,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Children In Poverty,0.1608938547,0.0255394813,0.2962482282,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Black,Children In Poverty,0.4668081237,0.4133770917,0.5202391557,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Children In Poverty,0.3232076705,0.2890367072,0.3573786338,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,White,Children In Poverty,0.1299261562,0.1026570856,0.1571952269,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Children In Poverty,0.234,0.1887234043,0.2792765957,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Children In Single-Parent Households,0.3736523797,0.3454120884,0.401892671,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Dentists,5.223737e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Diabetes Prevalence,0.098,0.06,0.153,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Disconnected Youth,0.0560769186,0.0396646654,0.0724891719,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Drinking Water Violations,1,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,AIAN,Driving Alone To Work,0.7809330629,0.6160123941,0.9458537317,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Driving Alone To Work,0.6524129505,0.5380884549,0.7667374461,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Black,Driving Alone To Work,0.7940190425,0.7502814655,0.8377566195,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Driving Alone To Work,0.7951674353,0.7678154306,0.82251944,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,White,Driving Alone To Work,0.8463336088,0.8366247283,0.8560424894,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Driving Alone To Work,0.8230845058,0.8100966388,0.8360723728,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Black,Drug Overdose Deaths,12.757194146,6.9744767512,21.404404077,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Drug Overdose Deaths,11.884648995,8.8489017974,15.626118585,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Drug Overdose Deaths,9.816927567,7.7083996078,12.324253582,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Excessive Drinking,0.187808876,0.1812730076,0.195270547,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Black,Firearm Fatalities,9.9214551468,5.8800831089,15.680176529,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Firearm Fatalities,3.7179673872,1.921128003,6.4945407995,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Firearm Fatalities,14.18007573,11.414573999,16.945577461,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Firearm Fatalities,10.539764682,8.7348721906,12.344657173,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,AIAN,Flu Vaccinations,0.69,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Flu Vaccinations,0.42,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Black,Flu Vaccinations,0.38,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Flu Vaccinations,0.43,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,White,Flu Vaccinations,0.52,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Flu Vaccinations,0.49,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Food Environment Index,5.5,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Food Insecurity,0.183,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Frequent Mental Distress,0.13256973959999999,0.1297455801,0.1353473166,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Frequent Physical Distress,0.1220196865,0.1190980525,0.1248785186,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,HIV Prevalence,208.1,NA,NA,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Overall,High School Graduation,0.905,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Homeownership,0.5864051935,0.5765726405,0.5962377466,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Black,Homicides,8.7333124263,5.4731204015,13.222339967,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Homicides,3.6204628561,2.5357276745,5.0122466671,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Homicides,3.8883407812,3.0134106973,4.9380553437,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Income Inequality,5.0965143378,4.8261415483,5.3668871274,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Black,Infant Mortality,13.019390582,9.566158495,17.313029457,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Infant Mortality,5.4218173932,4.0241773734,7.1479903128,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Infant Mortality,6.0403308243,4.6617998076,7.6988974831,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Infant Mortality,6.8851099129,5.8377091039,7.9325107219,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Black,Injury Deaths,56.221579165,45.310718104,67.132440226,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Injury Deaths,32.842045254,26.589838462,39.094252046,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Injury Deaths,72.023552965,65.790914576,78.256191355,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Injury Deaths,58.411214953,54.162241667,62.66018824,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Insufficient Sleep,0.320149894,0.3109941458,0.3287815354,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Overall,Juvenile Arrests,28.215767635,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Life Expectancy,83.811042398,78.939309539,88.682775256,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Black,Life Expectancy,73.596425062,72.552129544,74.640720579,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Life Expectancy,82.19708303,80.968746181,83.425419879,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,White,Life Expectancy,78.271696482,77.817749492,78.725643472,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Life Expectancy,78.147354436,77.782103112,78.51260576,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Limited Access To Healthy Foods,0.2017362248,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Long Commute - Driving Alone,0.171,0.1599505822,0.1820494178,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Low Birth Weight,0.0925925926,0.063,0.122,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Black,Low Birth Weight,0.1366871166,0.126,0.147,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Low Birth Weight,0.071547619,0.066,0.077,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,White,Low Birth Weight,0.0711718818,0.066,0.076,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Low Birth Weight,0.0826755468,0.0792146504,0.0861364432,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Mammography Screening,0.4,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Black,Mammography Screening,0.44,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Mammography Screening,0.34,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,White,Mammography Screening,0.45,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Mammography Screening,0.44,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Black,Math Scores,2.3800672051,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Math Scores,2.8405506407,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,White,Math Scores,3.4379615264,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,Overall,Math Scores,3.0168411047,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,AIAN,Median Household Income,36125,16477.340426,55772.659574,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Asian,Median Household Income,52625,32430.446809,72819.553191,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Black,Median Household Income,27042,24544.638298,29539.361702,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Median Household Income,37642,35286.425532,39997.574468,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,White,Median Household Income,59305,57222.276596,61387.723404,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Median Household Income,48858,45427.702128,52288.297872,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Mental Health Providers,0.0015317725,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Black,Motor Vehicle Crash Deaths,12.702999893,8.688842523,17.932845623,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Motor Vehicle Crash Deaths,10.21047186,7.4475882385,13.662414685,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Motor Vehicle Crash Deaths,14.884125075,12.486128687,17.282121462,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Motor Vehicle Crash Deaths,13.231965643,11.514401312,14.949529974,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Other Primary Care Providers,7.226824e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Physical Inactivity,0.236,0.178,0.3,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Poor Mental Health Days,4.2238372535,4.0744547994,4.3650703574,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Poor Or Fair Health,0.2028364963,0.1972262328,0.2082708134,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Poor Physical Health Days,3.993804702,3.8465736099,4.1323008815,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Population,254607,NA,NA,Raw Count,CHR,Demographics,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Premature Age-Adjusted Mortality,185.32822618,111.57969863,289.4129822,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Black,Premature Age-Adjusted Mortality,602.3402079,554.21022215,650.47019366,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Premature Age-Adjusted Mortality,284.62277127,255.39211248,313.85343006,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Premature Age-Adjusted Mortality,380.00067798,362.43744947,397.56390649,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Premature Age-Adjusted Mortality,388.88115054,374.72174004,403.04056104,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Premature Death,4182.4730958,2226.9907741,7152.156372,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Black,Premature Death,11798.647499,10541.722924,13055.572074,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Premature Death,5251.8637538,4650.0843123,5853.6431953,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,White,Premature Death,7102.5213765,6606.9865708,7598.0561822,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Premature Death,7298.8494537,6928.773962,7668.9249453,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Asian/Pacific Islander,Preventable Hospital Stays,1527,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Black,Preventable Hospital Stays,7915,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Preventable Hospital Stays,6213,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,White,Preventable Hospital Stays,5683,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Preventable Hospital Stays,6017,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Primary Care Physicians,7.442519e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Black,Reading Scores,2.3303952882,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Reading Scores,2.6524578564,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,White,Reading Scores,3.2567614476,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,Overall,Reading Scores,2.8556347064,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2020,Overall,Overall,Overall,Residential Segregation - Black/white,41.276867876,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Residential Segregation - Non-White/white,34.237244385,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Severe Housing Cost Burden,0.1571943671,0.1460317957,0.1683569385,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Severe Housing Problems,0.1867867179,0.1761672456,0.1974061902,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Sexually Transmitted Infections,845.7,NA,NA,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2020,Overall,Overall,Overall,Social Associations,11.701073394,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Some College,0.5848899266,0.5602530829,0.6095267703,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Suicides,5.5500193241,3.2892931933,8.7714232896,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,White,Suicides,17.660728506,14.421380936,20.900076077,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Overall,Suicides,13.162572959,11.038421831,15.286724088,Raw Count,CHR,Mortality,No Subcategory,No Description
2020,Overall,Overall,Black,Teen Births,51.941238195,47.8,56.1,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Hispanic,Teen Births,49.483389705,46.5,52.5,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,White,Teen Births,20.21692211,18.8,21.7,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Teen Births,33.565539009,32.2,34.9,Raw Count,CHR,Population Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Traffic Volume,337.57565762,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Unemployment,0.0357112791,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2020,Overall,Overall,Overall,Uninsured,0.1791017547,0.163612393,0.1945911164,Raw Count,CHR,No Category,No Subcategory,No Description
2020,Overall,Overall,Overall,Uninsured Adults,0.2160160688,0.196952239,0.2350798986,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Uninsured Children,0.0957286669,0.0754733477,0.115983986,Raw Count,CHR,Access to Care,No Subcategory,No Description
2020,Overall,Overall,Overall,Violent Crime,422.89142211,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,% 65 And Older,0.1417063667,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% American Indian Or Alaska Native,0.0114105365,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Asian,0.0173406724,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Female,0.5118025623,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Hispanic,0.2643925193,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Native Hawaiian Or Other Pacific Islander,0.001110408,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Non-Hispanic Black,0.1412446917,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Non-Hispanic White,0.5596615445,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Rural,0.2335189395,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Below 18 Years Of Age,0.2475533215,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,% Not Proficient In English,0.0427781499,0.0379148879,0.0476414119,Percentage,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Overall,Access To Exercise Opportunities,0.6327339446,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Adult Obesity,0.306,0.255,0.364,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Overall,Adult Smoking,0.1610226677,0.1551974807,0.1667711964,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Overall,Air Pollution - Particulate Matter,10.4,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Alcohol-Impaired Driving Deaths,0.2840909091,0.2458365911,0.3231161914,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Black,Child Mortality,89.301217969,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Child Mortality,36.077796849,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,White,Child Mortality,57.667487437,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Child Mortality,55.90102662,46.5,65.3,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Children Eligible For Free Or Reduced Price Lunch,0.6123336408,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2019,Overall,Overall,Black,Children In Poverty,0.4649262443,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Children In Poverty,0.3459913736,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,White,Children In Poverty,0.1173354983,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Children In Poverty,0.225,0.1832978723,0.2667021277,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Children In Single-Parent Households,0.3757032611,0.3454112761,0.4059952462,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Dentists,5.213744e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Diabetes Prevalence,0.101,0.078,0.128,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Disconnected Youth,0.0681712424,0.0493676234,0.0869748615,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Drinking Water Violations,1,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Black,Driving Alone To Work,0.7818598514,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Driving Alone To Work,0.7910816071,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,White,Driving Alone To Work,0.8494245706,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
